date,product_id,product_name,sales_quantity,inventory_level,region
2025-07-03,P001,Product A,121,289,North
2025-07-03,P002,Product B,63,589,South
2025-07-03,P003,Product C,124,493,West
2025-07-04,P001,Product A,113,592,North
2025-07-04,P002,Product B,59,241,South
2025-07-04,P003,Product C,140,370,West
2025-07-05,P001,Product A,142,385,North
2025-07-05,P002,Product B,138,465,South
2025-07-05,P003,Product C,101,425,West
2025-07-06,P001,Product A,61,437,North
2025-07-06,P002,Product B,73,232,South
2025-07-06,P003,Product C,100,227,West
2025-07-07,P001,Product A,129,575,North
2025-07-07,P002,Product B,64,496,South
2025-07-07,P003,Product C,74,468,West
2025-07-08,P001,Product A,106,406,North
2025-07-08,P002,Product B,139,533,South
2025-07-08,P003,Product C,66,255,West
2025-07-09,P001,Product A,147,243,North
2025-07-09,P002,Product B,84,226,South
2025-07-09,P003,Product C,97,501,West
2025-07-10,P001,Product A,81,214,North
2025-07-10,P002,Product B,122,589,South
2025-07-10,P003,Product C,105,482,West
2025-07-11,P001,Product A,74,263,North
2025-07-11,P002,Product B,79,578,South
2025-07-11,P003,Product C,124,497,West
2025-07-12,P001,Product A,110,583,North
2025-07-12,P002,Product B,150,286,South
2025-07-12,P003,Product C,98,402,West
2025-07-13,P001,Product A,106,364,North
2025-07-13,P002,Product B,78,380,South
2025-07-13,P003,Product C,129,220,West
2025-07-14,P001,Product A,123,331,North
2025-07-14,P002,Product B,90,559,South
2025-07-14,P003,Product C,60,485,West
2025-07-15,P001,Product A,54,455,North
2025-07-15,P002,Product B,62,524,South
2025-07-15,P003,Product C,147,274,West
2025-07-16,P001,Product A,63,338,North
2025-07-16,P002,Product B,106,205,South
2025-07-16,P003,Product C,71,222,West
2025-07-17,P001,Product A,125,278,North
2025-07-17,P002,Product B,78,472,South
2025-07-17,P003,Product C,108,391,West
2025-07-18,P001,Product A,126,423,North
2025-07-18,P002,Product B,101,547,South
2025-07-18,P003,Product C,69,540,West
2025-07-19,P001,Product A,82,475,North
2025-07-19,P002,Product B,79,373,South
2025-07-19,P003,Product C,55,261,West
2025-07-20,P001,Product A,104,556,North
2025-07-20,P002,Product B,121,296,South
2025-07-20,P003,Product C,135,474,West
2025-07-21,P001,Product A,69,276,North
2025-07-21,P002,Product B,136,456,South
2025-07-21,P003,Product C,60,413,West
2025-07-22,P001,Product A,112,215,North
2025-07-22,P002,Product B,125,364,South
2025-07-22,P003,Product C,120,356,West
2025-07-23,P001,Product A,97,413,North
2025-07-23,P002,Product B,100,462,South
2025-07-23,P003,Product C,122,547,West
2025-07-24,P001,Product A,93,432,North
2025-07-24,P002,Product B,138,487,South
2025-07-24,P003,Product C,65,299,West
2025-07-25,P001,Product A,141,600,North
2025-07-25,P002,Product B,78,547,South
2025-07-25,P003,Product C,149,210,West
2025-07-26,P001,Product A,85,360,North
2025-07-26,P002,Product B,134,231,South
2025-07-26,P003,Product C,83,220,West
2025-07-27,P001,Product A,73,321,North
2025-07-27,P002,Product B,107,268,South
2025-07-27,P003,Product C,144,511,West
2025-07-28,P001,Product A,80,393,North
2025-07-28,P002,Product B,85,333,South
2025-07-28,P003,Product C,61,266,West
2025-07-29,P001,Product A,54,292,North
2025-07-29,P002,Product B,150,433,South
2025-07-29,P003,Product C,149,518,West
2025-07-30,P001,Product A,82,369,North
2025-07-30,P002,Product B,132,298,South
2025-07-30,P003,Product C,51,301,West
2025-07-31,P001,Product A,114,252,North
2025-07-31,P002,Product B,74,431,South
2025-07-31,P003,Product C,121,219,West
2025-08-01,P001,Product A,93,240,North
2025-08-01,P002,Product B,143,328,South
2025-08-01,P003,Product C,108,596,West
2025-08-02,P001,Product A,80,223,North
2025-08-02,P002,Product B,102,327,South
2025-08-02,P003,Product C,109,488,West
2025-08-03,P001,Product A,89,320,North
2025-08-03,P002,Product B,67,244,South
2025-08-03,P003,Product C,112,564,West
2025-08-04,P001,Product A,122,567,North
2025-08-04,P002,Product B,69,461,South
2025-08-04,P003,Product C,56,481,West
2025-08-05,P001,Product A,98,225,North
2025-08-05,P002,Product B,92,553,South
2025-08-05,P003,Product C,82,288,West
2025-08-06,P001,Product A,103,534,North
2025-08-06,P002,Product B,51,437,South
2025-08-06,P003,Product C,140,230,West
